成果发表时间,语言,来源,学科,划分,等级
2025年1月1日 - 至今,中文,CSSCI,语言学,中国外语,B
2025年1月1日 - 至今,中文,CSSCI,语言学,外国语,B
2025年1月1日 - 至今,中文,CSSCI,语言学,外语与外语教学,B
2025年1月1日 - 至今,中文,CSSCI,语言学,中国翻译,B
2025年1月1日 - 至今,中文,CSSCI,语言学,世界汉语教学,B
2025年1月1日 - 至今,中文,CSSCI,语言学,当代修辞学,B
2025年1月1日 - 至今,中文,CSSCI,语言学,当代语言学,B
2025年1月1日 - 至今,中文,CSSCI,语言学,语言教学与研究,B
2025年1月1日 - 至今,中文,CSSCI,语言学,当代外语研究,C
2025年1月1日 - 至今,中文,CSSCI,语言学,外语电化教学,C
2025年1月1日 - 至今,中文,CSSCI,语言学,外语教学理论与实践,C
2025年1月1日 - 至今,中文,CSSCI,语言学,方言,C
2025年1月1日 - 至今,中文,CSSCI,语言学,古汉语研究,C
2025年1月1日 - 至今,中文,CSSCI,语言学,汉语学报,C
2025年1月1日 - 至今,中文,CSSCI,语言学,汉语学习,C
2025年1月1日 - 至今,中文,CSSCI,语言学,民族语文,C
2025年1月1日 - 至今,中文,CSSCI,语言学,上海翻译(中英文),C
2025年1月1日 - 至今,中文,CSSCI,语言学,外语导刊,C
2025年1月1日 - 至今,中文,CSSCI,语言学,外语教学,C
2025年1月1日 - 至今,中文,CSSCI,语言学,外语教育研究前沿,C
2025年1月1日 - 至今,中文,CSSCI,语言学,语文研究,C
2025年1月1日 - 至今,中文,CSSCI,语言学,语言科学,C
2025年1月1日 - 至今,中文,CSSCI,语言学,语言文字应用,C
2025年1月1日 - 至今,中文,CSSCI,语言学,语言研究,C
2025年1月1日 - 至今,中文,CSSCI,语言学,语言战略研究,C
2025年1月1日 - 至今,中文,CSSCI,语言学,中国语文通讯,C
2025年1月1日 - 至今,中文,CSSCI,语言学,中国语文研究,C
2025年1月1日 - 至今,中文,CSSCI,哲学,哲学研究,A
2025年1月1日 - 至今,中文,CSSCI,哲学,自然辩证法研究,B
2025年1月1日 - 至今,中文,CSSCI,哲学,哲学动态,B
2025年1月1日 - 至今,中文,CSSCI,哲学,自然辩证法通讯,B
2025年1月1日 - 至今,中文,CSSCI,哲学,伦理学研究,B
2025年1月1日 - 至今,中文,CSSCI,哲学,世界哲学,C
2025年1月1日 - 至今,中文,CSSCI,哲学,道德与文明,C
2025年1月1日 - 至今,中文,CSSCI,哲学,科学技术哲学研究,C
2025年1月1日 - 至今,中文,CSSCI,哲学,逻辑学研究,C
2025年1月1日 - 至今,中文,CSSCI,哲学,现代哲学,C
2025年1月1日 - 至今,中文,CSSCI,哲学,哲学分析,C
2025年1月1日 - 至今,中文,CSSCI,哲学,哲学与文化,C
2025年1月1日 - 至今,中文,CSSCI,哲学,政治大学哲学学报,C
2025年1月1日 - 至今,中文,CSSCI,哲学,中国哲学史,C
2025年1月1日 - 至今,中文,CSSCI,政治学,世界经济与政治,A
2025年1月1日 - 至今,中文,CSSCI,政治学,政治学研究,A
2025年1月1日 - 至今,中文,CSSCI,政治学,国际问题研究,A
2025年1月1日 - 至今,中文,CSSCI,政治学,当代亚太,A
2025年1月1日 - 至今,中文,CSSCI,政治学,中共中央党校(国家行政学院)学报,A
2025年1月1日 - 至今,中文,CSSCI,政治学,外交评论(外交学院学报),B
2025年1月1日 - 至今,中文,CSSCI,政治学,公共行政评论,B
2025年1月1日 - 至今,中文,CSSCI,政治学,东北亚论坛,B
2025年1月1日 - 至今,中文,CSSCI,政治学,国际政治研究,B
2025年1月1日 - 至今,中文,CSSCI,政治学,国际观察,B
2025年1月1日 - 至今,中文,CSSCI,政治学,国际安全研究,B
2025年1月1日 - 至今,中文,CSSCI,政治学,现代国际关系,B
2025年1月1日 - 至今,中文,CSSCI,政治学,行政论坛,B
2025年1月1日 - 至今,中文,CSSCI,政治学,国际政治科学,B
2025年1月1日 - 至今,中文,CSSCI,政治学,上海行政学院学报,B
2025年1月1日 - 至今,中文,CSSCI,政治学,国际展望,B
2025年1月1日 - 至今,中文,CSSCI,政治学,欧洲研究,B
2025年1月1日 - 至今,中文,CSSCI,政治学,理论探索,B
2025年1月1日 - 至今,中文,CSSCI,政治学,美国研究,B
2025年1月1日 - 至今,中文,CSSCI,政治学,求实,C
2025年1月1日 - 至今,中文,CSSCI,政治学,北京行政学院学报,C
2025年1月1日 - 至今,中文,CSSCI,政治学,当代美国评论,C
2025年1月1日 - 至今,中文,CSSCI,政治学,当代世界,C
2025年1月1日 - 至今,中文,CSSCI,政治学,德国研究,C
2025年1月1日 - 至今,中文,CSSCI,政治学,东南亚研究,C
2025年1月1日 - 至今,中文,CSSCI,政治学,甘肃行政学院学报,C
2025年1月1日 - 至今,中文,CSSCI,政治学,港澳研究,C
2025年1月1日 - 至今,中文,CSSCI,政治学,公共行政学报,C
2025年1月1日 - 至今,中文,CSSCI,政治学,国际关系研究,C
2025年1月1日 - 至今,中文,CSSCI,政治学,国际论坛,C
2025年1月1日 - 至今,中文,CSSCI,政治学,和平与发展,C
2025年1月1日 - 至今,中文,CSSCI,政治学,江苏行政学院学报,C
2025年1月1日 - 至今,中文,CSSCI,政治学,理论探讨,C
2025年1月1日 - 至今,中文,CSSCI,政治学,理论学刊,C
2025年1月1日 - 至今,中文,CSSCI,政治学,理论与改革,C
2025年1月1日 - 至今,中文,CSSCI,政治学,南洋问题研究,C
2025年1月1日 - 至今,中文,CSSCI,政治学,人权,C
2025年1月1日 - 至今,中文,CSSCI,政治学,日本学刊,C
2025年1月1日 - 至今,中文,CSSCI,政治学,台湾研究,C
2025年1月1日 - 至今,中文,CSSCI,政治学,太平洋学报,C
2025年1月1日 - 至今,中文,CSSCI,政治学,探索,C
2025年1月1日 - 至今,中文,CSSCI,政治学,西亚非洲,C
2025年1月1日 - 至今,中文,CSSCI,政治学,亚太安全与海洋研究,C
2025年1月1日 - 至今,中文,CSSCI,政治学,中国评论,C
2025年1月1日 - 至今,中文,CSSCI,政治学,中国人民公安大学学报(社会科学版),C
2025年1月1日 - 至今,中文,CSSCI,中国文学,文学评论,A
2025年1月1日 - 至今,中文,CSSCI,中国文学,文艺理论研究,A
2025年1月1日 - 至今,中文,CSSCI,中国文学,文学遗产,B
2025年1月1日 - 至今,中文,CSSCI,中国文学,当代作家评论,B
2025年1月1日 - 至今,中文,CSSCI,中国文学,中国比较文学,B
2025年1月1日 - 至今,中文,CSSCI,中国文学,文艺争鸣,B
2025年1月1日 - 至今,中文,CSSCI,中国文学,中国文学研究,B
2025年1月1日 - 至今,中文,CSSCI,中国文学,中国现代文学研究丛刊,B
2025年1月1日 - 至今,中文,CSSCI,中国文学,南方文坛,B
2025年1月1日 - 至今,中文,CSSCI,中国文学,民族文学研究,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,当代文坛,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,岭南学报,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,鲁迅研究月刊,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,清华中文学报,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,人文中国学报,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,台大中文学报,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,文艺理论与批评,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,文与哲,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,现代中文学刊,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,小说评论,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,新文学史料,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,扬子江文学评论,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,中国当代文学研究,C
2025年1月1日 - 至今,中文,CSSCI,中国文学,中国文学批评,C
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,中国边疆史地研究,A
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,周易研究,B
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,民俗研究,B
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,西域研究,B
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,中国历史地理论丛,B
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,出土文献,C
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,敦煌学辑刊,C
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,敦煌研究,C
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,国际汉学,C
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,孔子研究,C
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,历史地理研究,C
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,文化遗产,C
2025年1月1日 - 至今,中文,CSSCI,中华传统文化,文化杂志,C
2025年1月1日 - 至今,中文,CSSCI,自然资源与环境科学,中国人口·资源与环境,A
2025年1月1日 - 至今,中文,CSSCI,自然资源与环境科学,资源科学,B
2025年1月1日 - 至今,中文,CSSCI,自然资源与环境科学,中国土地科学,B
2025年1月1日 - 至今,中文,CSSCI,自然资源与环境科学,长江流域资源与环境,C
2025年1月1日 - 至今,中文,CSSCI,自然资源与环境科学,生态文明研究,C
2025年1月1日 - 至今,中文,CSSCI,自然资源与环境科学,中国环境管理,C
2025年1月1日 - 至今,中文,CSSCI,自然资源与环境科学,自然资源学报,C
2025年1月1日 - 至今,中文,CSSCI,宗教学,世界宗教文化,B
2025年1月1日 - 至今,中文,CSSCI,宗教学,世界宗教研究,C
2025年1月1日 - 至今,中文,CSSCI,宗教学,宗教学研究,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,中国社会科学,A
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,开放时代,A
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,学术月刊,A
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,南京社会科学,A
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,社会科学,A
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,探索与争鸣,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,文化纵横,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,学海,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,江淮论坛,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,社会科学研究,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,中国高校社会科学,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,浙江社会科学,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,天津社会科学,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,江海学刊,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,江苏社会科学,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,贵州社会科学,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,思想战线,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,学术研究,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,学术前沿,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,学习与探索,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,广东社会科学,B
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,重庆社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,东南学术,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,东岳论丛,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,读书,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,福建论坛(人文社会科学版）,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,甘肃社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,河北学刊,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,江汉论坛,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,江西社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,南国学术,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,内蒙古社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,宁夏社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,青海社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,求是学刊,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,求索,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,人民论坛,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,人文杂志,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,山东社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,社会科学辑刊,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,社会科学战线,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,世界社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,文史哲,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,新疆社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,学术界,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,学术论坛,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,学习与实践,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,云南社会科学,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,浙江学刊,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,中国社会科学评价,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,中国文化研究所学报,C
2025年1月1日 - 至今,中文,CSSCI,综合性社会科学,中州学刊,C
2025年1月1日 - 至今,中文,CSSCI,高校学报,中国人民大学学报,A
2025年1月1日 - 至今,中文,CSSCI,高校学报,清华大学学报(哲学社会科学版),A
2025年1月1日 - 至今,中文,CSSCI,高校学报,华中师范大学学报(人文社会科学版),A
2025年1月1日 - 至今,中文,CSSCI,高校学报,浙江大学学报(人文社会科学版),A
2025年1月1日 - 至今,中文,CSSCI,高校学报,吉林大学社会科学学报,A
2025年1月1日 - 至今,中文,CSSCI,高校学报,南京农业大学学报(社会科学版),A
2025年1月1日 - 至今,中文,CSSCI,高校学报,新疆师范大学学报(哲学社会科学版),A
2025年1月1日 - 至今,中文,CSSCI,高校学报,北京大学学报(哲学社会科学版),A
2025年1月1日 - 至今,中文,CSSCI,高校学报,中国农业大学学报(社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,中国地质大学学报(社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,南京大学学报(哲学.人文科学.社会科学),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,北京师范大学学报(社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,华南农业大学学报(社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,武汉大学学报(哲学社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,复旦学报(社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,山东大学学报(哲学社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,上海交通大学学报(哲学社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,华中农业大学学报(社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,南开学报(哲学社会科学版),B
2025年1月1日 - 至今,中文,CSSCI,高校学报,中山大学学报(社会科学版),B
